execution_position,tcs_id,menu,estimated_cost,is_initial_seed,predicted_mean,predicted_std,acquisition,confirmed_bug_dummy,cumulative_bugs,cumulative_cost
1,FC-LGN-001,Login,13.0,True,,,,0,0,13.0
2,FC-REG-001,Register,5.0,True,,,,0,0,18.0
3,FC-MN-001,Main,9.0,True,,,,0,0,27.0
4,FC-NCG-001,Buat Chat Baru,11.0,True,,,,0,0,38.0
5,FC-CRG-001,Ruang Obrolan,6.0,True,,,,0,0,44.0
6,FC-GPR-001,Profil Grup,7.0,True,,,,0,0,51.0
7,FC-MIF-001,Info Pesan,5.0,True,,,,1,1,56.0
8,FC-FSI-001,Lihat Gambar Layar Penuh,6.0,True,,,,0,1,62.0
9,FC-PRF-001,Profil Pengguna,6.0,True,,,,0,1,68.0
10,FC-MN-006,Main,2.0,False,0.09508239694467573,0.7631125323435751,0.876636477293922,1,2,70.0
11,FC-REG-006,Register,2.0,False,0.13257590702600608,0.7759394790820366,0.9167534240539441,0,2,72.0
12,FC-GPR-002,Profil Grup,2.0,False,0.07629314291009137,0.7667412900655871,0.8671993471414072,1,3,74.0
13,FC-NCP-004,Buat Chat Baru,2.0,False,0.47230856652993825,0.6708645296328,1.0455318774471316,1,4,76.0
14,FC-NCG-003,Buat Chat Baru,3.0,False,0.2910086591290596,0.7199231603558595,0.791485673325627,0,4,79.0
15,FC-PRF-003,Profil Pengguna,4.0,False,0.26234326063204044,0.7598929940847097,0.7010913758795525,0,4,83.0
16,FC-NCP-003,Buat Chat Baru,5.0,False,0.35154594547550244,0.7288720499085997,0.646158361408106,0,4,88.0
